접수날짜,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
2022-06-19,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-09-29,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-09-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-10,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-11-10,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-08-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-07-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-20,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-04-16,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-10-20,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-08,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-01-02,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-10-05,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-11-30,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2022-05-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-10-21,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-05-07,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-01-11,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-23,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2023-04-18,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-06,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2023-03-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-04-15,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-03-03,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-05-17,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-11-27,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-04-09,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-09-27,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-02-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-05,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2022-04-12,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-01-08,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-06-15,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2023-02-07,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-09-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-04-30,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2022-10-10,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-19,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2023-03-12,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-10-25,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-01-29,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-12-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-16,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-11-27,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-11-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-07-08,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-04-03,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-01-20,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-08-19,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-05-30,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-07-06,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-31,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-03-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-03-07,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-12-15,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-07-05,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-11-04,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-02-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-06-10,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-23,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-17,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-21,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-06-05,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-26,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-07-19,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-11-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-24,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-01-26,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2022-03-29,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-10-09,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2022-07-30,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-09-25,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-06-09,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-06-17,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-07-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-13,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-12-17,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-11-13,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-05-25,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-02-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-20,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-07-04,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-04-15,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-05-01,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-04-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-08-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-04-15,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-10-15,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-01-19,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-02-20,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-02-18,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-09-15,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-01-14,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-04-24,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2022-01-19,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-11-03,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-07-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-10-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-02-01,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-01-29,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-06-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-12-02,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-10-18,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-05-27,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-01-13,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-04-09,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-08,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-05-31,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2023-05-14,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-01-31,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-10-25,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-24,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-02-22,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-04-07,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-12-02,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-07-13,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-03-26,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-09-01,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-07-07,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-08-26,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-04-12,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-18,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2023-04-10,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-09,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-05-27,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-02-21,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-12-22,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-11-28,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-10-29,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-10-23,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-06-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-05-07,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-05-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-01-12,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-01-28,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-05-05,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-01-04,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-02-26,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-11-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-26,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-10-20,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-26,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-02-09,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-03-02,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-09-22,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-12-31,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2023-05-24,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-02-03,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-06-13,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-02-16,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-04-25,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-26,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-12-31,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-06-12,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-08-01,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-10-25,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-07-25,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-10-16,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-08-02,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-13,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2021-10-26,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-09-19,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-08-20,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-12-03,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-12-22,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2023-04-29,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-03-23,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-06-14,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-07,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-08-22,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-08-18,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-05-03,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-08-22,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-25,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-07-03,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2022-04-17,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-06-05,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-04-14,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-09-12,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-08-06,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-07-01,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-02-21,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-07-06,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-02-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-25,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-05-14,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2023-02-22,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-08-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-11-29,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-09-17,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-09-07,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-02-18,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-13,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-07-07,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-06-23,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-07-09,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-03-22,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-05-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-03-15,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-04-24,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2023-02-11,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-11-26,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-04-05,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-07-30,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-04-26,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-08-16,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-03-16,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-05-01,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-28,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-03-03,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-03-21,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-22,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-03,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-04-13,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-11-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-04-21,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-05-21,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-01-29,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-17,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-07-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-07-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-11-07,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-09-10,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-01-07,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-04-06,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-10-25,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-02-25,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2023-03-13,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-06,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-11-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-25,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-05-18,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-02-10,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-03-12,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-04-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-05-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-26,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-02-12,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2021-04-16,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-10-25,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-11-27,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-13,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-09-29,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-09-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-30,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2022-05-05,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-03-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-13,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-14,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-11-02,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-05-14,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-05-09,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2022-06-24,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-26,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-12-02,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-30,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-06-11,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-03-15,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-01-03,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-11-18,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-05-10,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-05,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-01-19,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-10-14,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-06-22,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-09-24,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-03-23,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-03-18,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-01-04,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-11-26,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-07-05,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-06-06,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-10,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-03-31,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2023-01-03,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2022-11-01,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-04-06,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
